236,283,049,071
028,100,082,138
138,098,094,090
272,045,051,111
055,268,083,098
170,220,034,090
253,200,040,053
340,137,051,065
050,403,093,089
174,344,033,105
325,237,042,073
400,190,059,048
145,489,066,066
242,384,040,106
315,341,036,094
403,266,069,099
206,562,080,080
315,474,038,142
385,396,070,096
